"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-01-01","2012","01","01","†","5.1","","-4.0","","0.6","","17.4","","0.0","","1.0","","0.0","","1.0","","12","","","","",""
"2012-01-02","2012","01","02","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2012-01-03","2012","01","03","†","-16.7","","-19.6","","-18.2","","36.2","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2012-01-04","2012","01","04","†","-6.0","","-23.3","","-14.7","","32.7","","0.0","","0.0","","4.0","","1.3","","8","","","","",""
"2012-01-05","2012","01","05","†","-3.4","","-12.9","","-8.2","","26.2","","0.0","","0.0","","4.0","","3.0","","12","","","","",""
"2012-01-06","2012","01","06","†","-6.5","","-13.6","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"2012-01-07","2012","01","07","†","1.0","","-10.5","","-4.8","","22.8","","0.0","","0.8","","0.0","","0.8","","10","","","","",""
"2012-01-08","2012","01","08","†","-7.7","","-10.1","","-8.9","","26.9","","0.0","","0.0","","0.8","","0.3","","10","","","","",""
"2012-01-09","2012","01","09","†","3.1","","-10.5","","-3.7","","21.7","","0.0","","0.6","","0.0","T","0.6","","11","","","","",""
"2012-01-10","2012","01","10","†","1.8","","-2.8","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2012-01-11","2012","01","11","†","-5.9","","-13.0","","-9.5","","27.5","","0.0","","0.2","","0.3","","0.5","","10","","","","",""
"2012-01-12","2012","01","12","†","-3.3","","-12.0","","-7.7","","25.7","","0.0","","6.6","","5.4","","12.0","","10","","","","",""
"2012-01-13","2012","01","13","†","-0.5","","-4.9","","-2.7","","20.7","","0.0","","0.0","","11.0","","11.0","","15","","","","",""
"2012-01-14","2012","01","14","†","-16.3","","-24.0","","-20.2","","38.2","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2012-01-15","2012","01","15","†","-14.4","","-24.5","","-19.5","","37.5","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"2012-01-16","2012","01","16","†","-7.5","","-25.3","","-16.4","","34.4","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"2012-01-17","2012","01","17","†","2.5","","-12.2","","-4.9","","22.9","","0.0","","2.0","","3.4","","5.4","","21","","","","",""
"2012-01-18","2012","01","18","†","-10.5","","-13.8","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2012-01-19","2012","01","19","†","-5.0","","-20.5","","-12.8","","30.8","","0.0","","0.0","","1.0","","0.6","","22","","","","",""
"2012-01-20","2012","01","20","†","-14.4","","-19.0","","-16.7","","34.7","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2012-01-21","2012","01","21","†","-8.8","","-20.5","","-14.7","","32.7","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2012-01-22","2012","01","22","†","-5.3","","-20.7","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2012-01-23","2012","01","23","†","5.8","","-12.0","","-3.1","","21.1","","0.0","","4.1","","0.0","","4.1","","22","","","","",""
"2012-01-24","2012","01","24","†","3.2","","0.0","","1.6","","16.4","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"2012-01-25","2012","01","25","†","-4.0","","-6.7","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"2012-01-26","2012","01","26","†","-1.1","","-14.2","","-7.7","","25.7","","0.0","","9.0","","1.0","","10.0","","18","","","","",""
"2012-01-27","2012","01","27","†","0.6","","-6.8","","-3.1","","21.1","","0.0","","3.3","","3.0","","6.3","","20","","","","",""
"2012-01-28","2012","01","28","†","1.7","","-7.0","","-2.7","","20.7","","0.0","","0.0","","1.8","","1.8","","21","","","","",""
"2012-01-29","2012","01","29","†","0.4","","-4.2","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"2012-01-30","2012","01","30","†","-6.3","","-12.0","","-9.2","","27.2","","0.0","","0.0","","1.0","","0.6","","23","","","","",""
"2012-01-31","2012","01","31","†","-5.2","","-10.0","","-7.6","","25.6","","0.0","","1.1","","3.7","","4.8","","23","","","","",""
"2012-02-01","2012","02","01","†","1.1","","-7.2","","-3.1","","21.1","","0.0","","0.0","T","0.0","","0.0","T","26","","","","",""
"2012-02-02","2012","02","02","†","-3.0","","-7.5","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"2012-02-03","2012","02","03","†","-1.3","","-13.7","","-7.5","","25.5","","0.0","","0.0","","0.3","","0.2","","26","","","","",""
"2012-02-04","2012","02","04","†","-4.3","","-11.4","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"2012-02-05","2012","02","05","†","0.7","","-17.0","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","27","","","","",""
"2012-02-06","2012","02","06","†","5.7","","-3.0","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","27","","","","",""
"2012-02-07","2012","02","07","†","-5.3","","-7.8","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2012-02-08","2012","02","08","†","-0.9","","-18.8","","-9.9","","27.9","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2012-02-09","2012","02","09","†","3.5","","-9.9","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2012-02-10","2012","02","10","†","1.3","","-3.5","","-1.1","","19.1","","0.0","","0.0","","0.4","","0.4","","23","","","","",""
"2012-02-11","2012","02","11","†","-9.4","","-16.3","","-12.9","","30.9","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"2012-02-12","2012","02","12","†","-8.8","","-16.4","","-12.6","","30.6","","0.0","","0.0","","0.0","T","0.0","T","23","","","","",""
"2012-02-13","2012","02","13","†","0.0","","-10.6","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2012-02-14","2012","02","14","†","3.1","","-11.2","","-4.1","","22.1","","0.0","","0.0","","2.0","","0.6","","23","","","","",""
"2012-02-15","2012","02","15","†","3.4","","-0.6","","1.4","","16.6","","0.0","","0.0","T","0.0","T","0.0","T","25","","","","",""
"2012-02-16","2012","02","16","†","4.3","","1.0","","2.7","","15.3","","0.0","","3.0","","0.0","","3.0","","22","","","","",""
"2012-02-17","2012","02","17","†","3.7","","0.6","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2012-02-18","2012","02","18","†","2.0","","-5.3","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2012-02-19","2012","02","19","†","-2.3","","-7.3","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"2012-02-20","2012","02","20","†","2.0","","-13.2","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"2012-02-21","2012","02","21","†","3.5","","-9.8","","-3.2","","21.2","","0.0","","0.0","T","0.4","","0.4","","18","","","","",""
"2012-02-22","2012","02","22","†","5.6","","-0.5","","2.6","","15.4","","0.0","","0.0","T","0.0","","0.0","T","18","","","","",""
"2012-02-23","2012","02","23","†","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"2012-02-24","2012","02","24","†","1.1","","-6.2","","-2.6","","20.6","","0.0","","0.0","T","11.4","","11.4","","17","","","","",""
"2012-02-25","2012","02","25","†","-3.7","","-5.7","","-4.7","","22.7","","0.0","","0.0","","0.2","","0.2","","27","","","","",""
"2012-02-26","2012","02","26","†","-5.5","","-14.0","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","27","","","","",""
"2012-02-27","2012","02","27","†","-3.6","","-12.6","","-8.1","","26.1","","0.0","","0.0","","5.0","","2.6","","24","","","","",""
"2012-02-28","2012","02","28","†","-4.0","","-9.9","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"2012-02-29","2012","02","29","†","-2.4","","-14.6","","-8.5","","26.5","","0.0","","0.0","","3.0","","2.3","","27","","","","",""
"2012-03-01","2012","03","01","†","-3.4","","-6.1","","-4.8","","22.8","","0.0","","0.0","","2.5","","2.1","","29","","","","",""
"2012-03-02","2012","03","02","†","4.8","","-5.8","","-0.5","","18.5","","0.0","","3.1","","0.0","","3.1","","28","","","","",""
"2012-03-03","2012","03","03","†","5.6","","-3.7","","1.0","","17.0","","0.0","","0.0","","1.4","","1.4","","27","","","","",""
"2012-03-04","2012","03","04","†","-8.8","","-11.3","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2012-03-05","2012","03","05","†","-9.4","","-17.0","","-13.2","","31.2","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2012-03-06","2012","03","06","†","-2.0","","-19.0","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2012-03-07","2012","03","07","†","11.0","","-5.8","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2012-03-08","2012","03","08","†","10.5","","4.8","","7.7","","10.3","","0.0","","3.4","","0.0","","3.4","","14","","","","",""
"2012-03-09","2012","03","09","†","1.3","","-5.4","","-2.1","","20.1","","0.0","","0.0","","2.0","","1.8","","10","","","","",""
"2012-03-10","2012","03","10","†","0.4","","-8.3","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2012-03-11","2012","03","11","†","10.9","","-7.5","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2012-03-12","2012","03","12","†","11.9","","-1.0","","5.5","","12.5","","0.0","","4.0","","0.0","","4.0","","6","","","","",""
"2012-03-13","2012","03","13","†","15.7","","3.1","","9.4","","8.6","","0.0","","1.2","","0.0","","1.2","","2","","","","",""
"2012-03-14","2012","03","14","†","7.2","","3.7","","5.5","","12.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2012-03-15","2012","03","15","†","4.6","","-0.8","","1.9","","16.1","","0.0","","19.8","","0.0","","19.8","","0","","","","",""
"2012-03-16","2012","03","16","†","7.5","","1.7","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-17","2012","03","17","†","14.0","","-0.2","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-18","2012","03","18","†","24.7","","3.3","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-19","2012","03","19","†","24.9","","6.2","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-20","2012","03","20","†","25.5","","6.8","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-21","2012","03","21","†","26.7","","8.0","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-22","2012","03","22","†","24.0","","10.7","","17.4","","0.6","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2012-03-23","2012","03","23","†","18.0","","10.1","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-24","2012","03","24","†","6.1","","4.5","","5.3","","12.7","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"2012-03-25","2012","03","25","†","12.9","","2.5","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-26","2012","03","26","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-27","2012","03","27","†","5.3","","-7.1","","-0.9","","18.9","","0.0","","1.1","","0.0","","1.1","","0","","","","",""
"2012-03-28","2012","03","28","†","5.7","","-0.3","","2.7","","15.3","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2012-03-29","2012","03","29","†","5.8","","2.4","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-30","2012","03","30","†","4.7","","-4.4","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-03-31","2012","03","31","†","9.2","","0.0","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-01","2012","04","01","†","4.2","","-2.3","","1.0","","17.0","","0.0","","1.5","","0.5","","2.0","","0","","","","",""
"2012-04-02","2012","04","02","†","10.3","","-2.5","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-03","2012","04","03","†","10.7","","-1.5","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-04","2012","04","04","†","10.3","","2.0","","6.2","","11.8","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2012-04-05","2012","04","05","†","8.7","","-0.3","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-06","2012","04","06","†","11.1","","-1.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-07","2012","04","07","†","14.8","","1.0","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-08","2012","04","08","†","16.1","","-0.4","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-09","2012","04","09","†","11.3","","6.8","","9.1","","8.9","","0.0","","4.7","","0.0","","4.7","","0","","","","",""
"2012-04-10","2012","04","10","†","8.6","","3.5","","6.1","","11.9","","0.0","","1.5","","0.0","","1.5","","0","","","","",""
"2012-04-11","2012","04","11","†","12.6","","1.9","","7.3","","10.7","","0.0","","0.0","","0.2","","0.2","","0","","","","",""
"2012-04-12","2012","04","12","†","13.2","","2.1","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-13","2012","04","13","†","16.5","","1.3","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-14","2012","04","14","†","16.9","","4.3","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-15","2012","04","15","†","19.9","","7.0","","13.5","","4.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2012-04-16","2012","04","16","†","27.9","","14.5","","21.2","","0.0","","3.2","","0.5","","0.0","","0.5","","0","","","","",""
"2012-04-17","2012","04","17","†","10.0","","6.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-18","2012","04","18","†","11.6","","-2.4","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-19","2012","04","19","†","22.0","","1.6","","11.8","","6.2","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"2012-04-20","2012","04","20","†","11.2","","6.1","","8.7","","9.3","","0.0","","8.4","","0.0","","8.4","","0","","","","",""
"2012-04-21","2012","04","21","†","6.0","","3.5","","4.8","","13.2","","0.0","","3.7","","0.0","","3.7","","0","","","","",""
"2012-04-22","2012","04","22","†","9.5","","3.0","","6.3","","11.7","","0.0","","11.2","","3.5","","14.7","","0","","","","",""
"2012-04-23","2012","04","23","†","6.1","","0.6","","3.4","","14.6","","0.0","","8.6","","0.0","","8.6","","2","","","","",""
"2012-04-24","2012","04","24","†","7.7","","3.8","","5.8","","12.2","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"2012-04-25","2012","04","25","†","9.8","","2.9","","6.4","","11.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-26","2012","04","26","†","10.1","","-1.3","","4.4","","13.6","","0.0","","3.3","","0.0","","3.3","","0","","","","",""
"2012-04-27","2012","04","27","†","2.7","","-0.1","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-28","2012","04","28","†","8.0","","-2.5","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-29","2012","04","29","†","10.5","","-1.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-04-30","2012","04","30","†","13.6","","-2.1","","5.8","","12.2","","0.0","","2.7","","0.0","","2.7","","0","","","","",""
"2012-05-01","2012","05","01","†","10.6","","6.3","","8.5","","9.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"2012-05-02","2012","05","02","†","16.5","","8.7","","12.6","","5.4","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"2012-05-03","2012","05","03","†","15.5","","11.0","","13.3","","4.7","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"2012-05-04","2012","05","04","†","20.8","","12.9","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-05","2012","05","05","†","17.7","","5.0","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-06","2012","05","06","†","20.0","","4.4","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-07","2012","05","07","†","22.3","","4.2","","13.3","","4.7","","0.0","","11.5","","0.0","","11.5","","0","","","","",""
"2012-05-08","2012","05","08","†","16.4","","9.8","","13.1","","4.9","","0.0","","6.4","","0.0","","6.4","","0","","","","",""
"2012-05-09","2012","05","09","†","20.1","","12.9","","16.5","","1.5","","0.0","","20.2","","0.0","","20.2","","0","","","","",""
"2012-05-10","2012","05","10","†","10.7","","6.1","","8.4","","9.6","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"2012-05-11","2012","05","11","†","19.3","","6.4","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-12","2012","05","12","†","26.1","","4.1","","15.1","","2.9","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"2012-05-13","2012","05","13","†","21.7","","13.5","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-14","2012","05","14","†","24.5","","8.2","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-15","2012","05","15","†","24.0","","11.9","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-16","2012","05","16","†","20.3","","11.2","","15.8","","2.2","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2012-05-17","2012","05","17","†","17.1","","5.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-18","2012","05","18","†","22.2","","3.9","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-19","2012","05","19","†","28.3","","11.9","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-20","2012","05","20","†","31.8","","11.4","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-21","2012","05","21","†","29.1","","17.4","","23.3","","0.0","","5.3","","3.1","","0.0","","3.1","","0","","","","",""
"2012-05-22","2012","05","22","†","22.6","","17.9","","20.3","","0.0","","2.3","","9.0","","0.0","","9.0","","0","","","","",""
"2012-05-23","2012","05","23","†","23.5","","13.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-24","2012","05","24","†","28.3","","14.1","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-25","2012","05","25","†","28.5","","19.0","","23.8","","0.0","","5.8","","6.9","","0.0","","6.9","","0","","","","",""
"2012-05-26","2012","05","26","†","24.9","","15.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-27","2012","05","27","†","22.5","","11.2","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-28","2012","05","28","†","23.2","","14.7","","19.0","","0.0","","1.0","","0.5","","0.0","","0.5","","0","","","","",""
"2012-05-29","2012","05","29","†","30.0","","11.7","","20.9","","0.0","","2.9","","12.0","","0.0","","12.0","","0","","","","",""
"2012-05-30","2012","05","30","†","23.0","","12.8","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-05-31","2012","05","31","†","17.9","","10.3","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-01","2012","06","01","†","16.9","","7.9","","12.4","","5.6","","0.0","","18.8","","0.0","","18.8","","0","","","","",""
"2012-06-02","2012","06","02","†","17.9","","11.5","","14.7","","3.3","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"2012-06-03","2012","06","03","†","16.4","","9.9","","13.2","","4.8","","0.0","","5.1","","0.0","","5.1","","0","","","","",""
"2012-06-04","2012","06","04","†","16.9","","11.2","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-05","2012","06","05","†","22.9","","11.0","","17.0","","1.0","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"2012-06-06","2012","06","06","†","23.0","","11.0","","17.0","","1.0","","0.0","","13.5","","0.0","","13.5","","0","","","","",""
"2012-06-07","2012","06","07","†","25.4","","11.8","","18.6","","0.0","","0.6","","2.8","","0.0","","2.8","","0","","","","",""
"2012-06-08","2012","06","08","†","24.5","","13.0","","18.8","","0.0","","0.8","","0.5","","0.0","","0.5","","0","","","","",""
"2012-06-09","2012","06","09","†","24.2","","10.7","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-10","2012","06","10","†","27.4","","15.1","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-11","2012","06","11","†","31.5","","17.2","","24.4","","0.0","","6.4","","0.0","T","0.0","","0.0","T","0","","","","",""
"2012-06-12","2012","06","12","†","21.5","","18.8","","20.2","","0.0","","2.2","","4.4","","0.0","","4.4","","0","","","","",""
"2012-06-13","2012","06","13","†","21.2","","12.7","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-14","2012","06","14","†","23.5","","10.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-15","2012","06","15","†","25.4","","12.0","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-16","2012","06","16","†","27.3","","14.3","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-17","2012","06","17","†","28.6","","15.4","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-18","2012","06","18","†","26.2","","19.0","","22.6","","0.0","","4.6","","7.6","","0.0","","7.6","","0","","","","",""
"2012-06-19","2012","06","19","†","28.4","","17.4","","22.9","","0.0","","4.9","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-20","2012","06","20","†","34.1","","20.4","","27.3","","0.0","","9.3","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-21","2012","06","21","†","34.2","","23.1","","28.7","","0.0","","10.7","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-22","2012","06","22","†","27.3","","20.3","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-23","2012","06","23","†","26.5","","18.4","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-24","2012","06","24","†","27.3","","12.8","","20.1","","0.0","","2.1","","5.2","","0.0","","5.2","","0","","","","",""
"2012-06-25","2012","06","25","†","16.2","","12.3","","14.3","","3.7","","0.0","","5.2","","0.0","","5.2","","0","","","","",""
"2012-06-26","2012","06","26","†","22.3","","12.1","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-27","2012","06","27","†","26.1","","14.4","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-28","2012","06","28","†","30.3","","10.5","","20.4","","0.0","","2.4","","0.2","","0.0","","0.2","","0","","","","",""
"2012-06-29","2012","06","29","†","31.7","","20.0","","25.9","","0.0","","7.9","","0.0","","0.0","","0.0","","0","","","","",""
"2012-06-30","2012","06","30","†","31.4","","16.8","","24.1","","0.0","","6.1","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-01","2012","07","01","†","26.8","","18.6","","22.7","","0.0","","4.7","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-02","2012","07","02","†","29.3","","15.7","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-03","2012","07","03","†","30.3","","13.2","","21.8","","0.0","","3.8","","1.0","","0.0","","1.0","","0","","","","",""
"2012-07-04","2012","07","04","†","32.8","","17.8","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-05","2012","07","05","†","29.1","","16.5","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-06","2012","07","06","†","33.6","","17.3","","25.5","","0.0","","7.5","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-07","2012","07","07","†","30.7","","22.0","","26.4","","0.0","","8.4","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-08","2012","07","08","†","25.3","","17.8","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-09","2012","07","09","†","26.0","","12.6","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-10","2012","07","10","†","30.4","","10.9","","20.7","","0.0","","2.7","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-11","2012","07","11","†","30.3","","10.6","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-12","2012","07","12","†","33.2","","16.8","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-13","2012","07","13","†","34.5","","18.1","","26.3","","0.0","","8.3","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-14","2012","07","14","†","35.0","","19.2","","27.1","","0.0","","9.1","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-15","2012","07","15","†","31.3","","19.7","","25.5","","0.0","","7.5","","0.2","","0.0","","0.2","","0","","","","",""
"2012-07-16","2012","07","16","†","32.1","","20.9","","26.5","","0.0","","8.5","","0.5","","0.0","","0.5","","0","","","","",""
"2012-07-17","2012","07","17","†","33.6","","21.9","","27.8","","0.0","","9.8","","0.0","T","0.0","","0.0","T","0","","","","",""
"2012-07-18","2012","07","18","†","26.9","","18.3","","22.6","","0.0","","4.6","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-19","2012","07","19","†","24.5","","12.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-20","2012","07","20","†","26.7","","12.5","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-21","2012","07","21","†","29.7","","10.1","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-22","2012","07","22","†","32.2","","17.6","","24.9","","0.0","","6.9","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-23","2012","07","23","†","33.3","","19.5","","26.4","","0.0","","8.4","","11.0","","0.0","","11.0","","0","","","","",""
"2012-07-24","2012","07","24","†","25.1","","19.1","","22.1","","0.0","","4.1","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-25","2012","07","25","†","27.5","","14.9","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","0","","","","",""
"2012-07-26","2012","07","26","†","21.3","","17.8","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","0","","","","",""
